vx,vy,vz,rmse_xy,rmse_threshold
0,0,0,0.012222946,0.05
0,0,0,0.008504185,0.05
0,0,0,0.014952975,0.05
0,0,0,0.009428824,0.05
0,0,0,0.014428999,0.05
0,0,0,0.009907065,0.05
0,0,0,0.014632,0.05
0,0,0,0.009622086,0.05
0,0,0,0.017699197,0.05
0,0,0,0.012684923,0.05
0,0,0,0.012448366,0.05
0,0,0,0.009885154,0.05
0,0,0,0.012905728,0.05
0,0,0,0.009601357,0.05
0,0,0,0.017186102,0.05
0,0,0,0.016883531,0.05
0,0,0,0.014290656,0.05
0,0,0,0.011896962,0.05
0,0,0,0.01639987,0.05
0,0,0,0.014382908,0.05
0,0,0,0.014207313,0.05
0,0,0,0.015861716,0.05
0,0,0,0.011120068,0.05
0,0,0,0.016654323,0.05
0,0,0,0.01347821,0.05
0,0,0,0.014387469,0.05
0,0,0,0.012378817,0.05
0,0,0,0.007195228,0.05
0,0,0,0.015999785,0.05
0,0,0,0.013186873,0.05
0,0,0,0.016883476,0.05
0,0,0,0.011071836,0.05
0,0,0,0.013225347,0.05
0,0,0,0.011305394,0.05
0,0,0,0.010384798,0.05
0,0,0,0.010538348,0.05
0,0,0,0.011514768,0.05
0,0,0,0.011714866,0.05
0,0,0,0.015705941,0.05
0,0,0,0.010702155,0.05
0,0,0,0.011534422,0.05
0,0,0,0.015728972,0.05
0,0,0,0.015890666,0.05
0,0,0,0.015562106,0.05
0,0,0,0.008685291,0.05
